id,name,age,score
90286,Heidi Jones,19,15.2
90287,Judy Smith,43,56.17
90288,Bob Jones,56,86.01
90289,Diana Miller,23,12.84
90290,Bob Williams,22,79.96
90291,Frank Rodriguez,51,16.29
90292,Judy Miller,32,59.78
90293,Heidi Miller,56,1.46
90294,  Alice Jones  ,29,8.83
90295,Diana Miller,39,59.17
90296,Frank Smith,21,39.62
90297,Ivan Wilson,77,97.71
90298,Grace Garcia,65,66.7
90299,Bob Jones,58,28.09
90300,Eve Garcia,62,
90301,Grace Davis,79,70.89
90302,Frank Rodriguez,35,13.4
90303,Diana Smith,33,58.1
90304,Heidi Garcia,57,82.3
90305,Bob Garcia,69,
90306,Frank Garcia,18,17.39
90307,Ivan Miller,38,65.42
90308,Heidi Smith,71,31.86
90309,Bob Johnson,75,43.08
90310,Bob Rodriguez,34,55.38
90311,Diana Wilson,44,43.21
90312,  Bob Rodriguez  ,47,56.76
90313,Frank Johnson,20,33.31
90314,Heidi Johnson,25,45.66
90315,Grace Rodriguez,60,20.25
90316,Judy Jones,41,41.15
90317,Eve Miller,33,63.25
90318,  Frank Davis  ,27,65.85
90319,Judy Davis,59,97.87
90320,Heidi Wilson,32,41.17
90321,Eve Garcia,52,0.74
90322,Diana Miller,71,32.47
90323,Charlie Williams,24,
90324,Diana Miller,69,59.56
90325,Diana Wilson,75,46.7
90326,Charlie Rodriguez,68,35.98
90327,Ivan Jones,66,90.44
90328,Bob Davis,60,86.33
90329,  Ivan Johnson  ,64,78.9
90330,Alice Rodriguez,19,27.17
90331,Bob Jones,52,36.95
90332,Bob Garcia,47,71.15
90333,Frank Jones,50,19.06
90334,Frank Williams,18,87.59
90335,Judy Jones,43,70.46
90336,Charlie Miller,67,67.5
90337,Charlie Davis,76,75.23
90338,Grace Johnson,39,86.55
90339,Judy Garcia,59,29.45
90340,Judy Williams,40,89.26
90341,Bob Williams,69,52.26
90342,Grace Johnson,22,67.44
90343,Frank Smith,40,18.77
90344,Bob Wilson,79,6.63
90345,Charlie Brown,35,2.29
90346,Grace Miller,70,0.15
90347,  Heidi Brown  ,48,63.32
90348,Frank Jones,38,60.02
90349,Bob Miller,21,75.91
90350,  Heidi Rodriguez  ,24,33.1
90351,Alice Brown,69,74.57
90352,Diana Rodriguez,64,95.99
90353,Heidi Garcia,64,94.95
90354,Diana Davis,37,50.43
90355,Grace Rodriguez,26,63.73
90356,Eve Smith,62,90.43
90357,Alice Garcia,34,90.2
90358,Grace Johnson,21,11.18
90359,  Eve Wilson  ,75,10.18
90360,Grace Williams,51,38.86
90361,Heidi Miller,59,8.64
90362,  Bob Miller  ,32,83.98
90363,Frank Brown,53,56.61
90364,Charlie Rodriguez,40,20.28
90365,Frank Wilson,72,63.43
90366,Alice Davis,41,36.5
90367,Heidi Davis,29,94.44
90368,Heidi Jones,30,32.46
90369,Heidi Miller,43,48.32
90370,  Charlie Jones  ,53,43.27
90371,Grace Jones,62,76.43
90372,Bob Johnson,29,78.92
90373,Judy Williams,28,4.02
90374,Grace Jones,70,57.77
90375,Diana Williams,78,71.14
90376,Ivan Williams,51,58.04
90377,Eve Davis,42,4.15
90378,Bob Johnson,52,32.49
90379,Grace Smith,75,23.55
90380,  Judy Smith  ,79,81.35
90381,Charlie Jones,32,27.06
90382,Eve Wilson,45,92.4
90383,Frank Smith,37,50.54
90384,Heidi Rodriguez,18,59.55
90385,Alice Jones,47,25.75
90386,Diana Wilson,20,16.2
90387,Frank Miller,60,35.48
90388,Heidi Wilson,63,31.95
90389,Diana Jones,40,70.84
90390,Alice Rodriguez,25,2.1
90391,Eve Brown,42,46.65
90392,Judy Garcia,62,97.75
90393,Grace Rodriguez,43,96.51
90394,Diana Miller,54,56.86
90395,Alice Wilson,48,93.43
90396,Frank Brown,33,23.04
90397,Heidi Wilson,25,68.88
90398,Frank Davis,38,25.42
90399,  Judy Rodriguez  ,78,21.18
90400,Heidi Garcia,43,78.68
90401,Ivan Brown,21,51.42
90402,  Heidi Garcia  ,33,57.78
90403,Grace Davis,75,9.42
90404,Heidi Smith,26,33.01
90405,Grace Johnson,72,76.62
90406,Heidi Davis,56,32.54
90407,Bob Davis,76,68.74
90408,Frank Wilson,67,75.51
90409,Heidi Rodriguez,24,74.81
90410,Bob Johnson,32,17.92
90411,Eve Brown,38,51.68
90412,Alice Johnson,33,
90413,Charlie Jones,39,49.75
90414,Bob Jones,53,94.73
90415,Bob Wilson,35,83.23
90416,Diana Smith,35,2.36
90417,  Ivan Smith  ,31,76.22
90418,Eve Smith,35,70.3
90419,Grace Brown,47,53.34
90420,Ivan Davis,35,95.11
90421,Diana Johnson,35,18.9
90422,Judy Johnson,52,37.9
90423,Grace Williams,66,7.31
90424,Charlie Wilson,41,49.26
90425,Grace Rodriguez,20,46.07
90426,Heidi Miller,76,27.99
90427,Heidi Miller,23,93.46
90428,Judy Jones,40,50.83
90429,Alice Brown,65,30.49
90430,  Bob Jones  ,40,46.28
90431,Eve Davis,79,31.54
90432,  Diana Wilson  ,21,20.33
90433,Diana Miller,46,65.77
90434,Judy Rodriguez,39,30.18
90435,Eve Miller,26,
90436,Alice Jones,19,95.27
90437,Eve Johnson,33,
90438,Frank Williams,75,86.55
90439,Ivan Brown,18,86.05
90440,Eve Smith,53,57.4
90441,Judy Wilson,60,23.96
90442,Eve Davis,21,67.34
90443,Judy Davis,57,94.01
90444,Judy Smith,61,37.49
90445,Charlie Davis,18,62.24
90446,Charlie Brown,43,81.92
90447,Diana Wilson,30,98.84
90448,Charlie Johnson,55,64.87
90449,Bob Miller,56,89.89
90450,Ivan Johnson,71,
90451,Heidi Smith,53,60.36
90452,Diana Brown,23,2.89
90453,Judy Williams,35,18.6
90454,Ivan Jones,36,59.87
90455,Eve Garcia,43,44.4
90456,Charlie Miller,48,29.92
90457,  Judy Jones  ,60,86.97
90458,Judy Garcia,76,17.12
90459,Alice Rodriguez,25,27.3
90460,Bob Smith,40,8.45
90461,Diana Brown,24,
90462,Judy Jones,76,94.6
90463,Diana Johnson,38,61.18
90464,Judy Wilson,24,65.62
90465,  Frank Garcia  ,39,56.53
90466,Judy Jones,42,1.76
90467,Charlie Rodriguez,68,15.32
90468,Judy Williams,80,87.37
90469,Eve Garcia,40,33.4
90470,Heidi Smith,60,99.15
90471,Eve Miller,61,25.61
90472,Ivan Garcia,55,99.86
90473,Grace Williams,42,61.18
90474,Grace Rodriguez,66,36.47
90475,Alice Davis,49,92.74
90476,Grace Smith,56,96.42
90477,  Alice Wilson  ,52,12.32
90478,Charlie Jones,,35.12
90479,Frank Rodriguez,,29.2
90480,Ivan Wilson,27,11.8
90481,Ivan Williams,32,63.26
90482,  Ivan Rodriguez  ,76,49.47
90483,Grace Miller,49,73.87
90484,Frank Miller,19,51.71
90485,Alice Rodriguez,45,81.23
90486,Judy Johnson,56,40.71
90487,Judy Jones,68,81.95
90488,Diana Garcia,78,1.47
90489,Frank Miller,44,2.48
90490,Frank Williams,36,67.65
90491,Grace Jones,38,95.33
90492,Grace Jones,64,45.99
90493,Grace Miller,54,15.38
90494,Alice Miller,57,53.97
90495,Charlie Rodriguez,61,68.01
90496,Grace Jones,51,24.7
90497,  Grace Brown  ,41,28.6
90498,Grace Williams,,9.01
90499,Frank Garcia,33,61.94
90500,Charlie Garcia,35,
90501,  Diana Miller  ,62,36.33
90502,Bob Johnson,60,58.58
90503,Charlie Miller,,96.43
90504,Charlie Jones,60,88.59
90505,Ivan Brown,62,10.75
90506,  Judy Jones  ,69,29.38
90507,Eve Williams,56,45.03
90508,Heidi Rodriguez,77,
90509,Bob Johnson,77,62.07
90510,Alice Rodriguez,19,77.96
90511,Bob Jones,34,92.85
90512,Eve Wilson,65,
90513,Alice Brown,40,36.12
90514,Diana Davis,67,71.79
90515,Grace Rodriguez,29,18.95
90516,Diana Williams,32,20.61
90517,Frank Williams,36,73.81
90518,Judy Wilson,51,3.6
90519,  Alice Miller  ,68,52.71
90520,Judy Miller,44,11.77
90521,  Eve Jones  ,68,72.92
90522,Frank Johnson,55,16.03
90523,  Eve Smith  ,65,87.06
90524,  Grace Brown  ,28,57.71
90525,Frank Johnson,66,44.36
90526,Heidi Smith,33,11.79
90527,Charlie Smith,47,68.96
90528,Judy Brown,36,68.27
90529,Charlie Davis,66,37.27
90530,  Judy Miller  ,,18.07
90531,Ivan Miller,61,45.46
90532,Alice Williams,71,38.56
90533,Charlie Williams,19,92.18
90534,Ivan Davis,19,42.56
90535,Grace Davis,62,
90536,  Alice Jones  ,20,4.91
90537,Frank Miller,35,66.34
90538,Diana Miller,58,97.02
90539,Charlie Rodriguez,70,14.98
90540,Alice Davis,24,78.67
90541,  Heidi Rodriguez  ,55,49.36
90542,Charlie Wilson,37,6.36
90543,Grace Garcia,44,
90544,Charlie Brown,74,86.82
90545,Alice Rodriguez,49,54.19
90546,Charlie Miller,46,50.78
90547,Diana Williams,29,63.21
90548,Ivan Rodriguez,24,41.24
90549,Grace Williams,51,28.53
90550,Frank Rodriguez,42,35.65
90551,Frank Rodriguez,38,75.68
90552,Frank Wilson,76,30.45
90553,Grace Garcia,42,57.29
90554,Frank Williams,66,70.24
90555,Heidi Miller,41,68.58
90556,  Judy Smith  ,55,36.15
90557,Charlie Williams,32,97.22
90558,Heidi Davis,73,32.52
90559,Charlie Brown,31,67.34
90560,  Charlie Wilson  ,38,26.22
90561,Eve Jones,26,45.02
90562,Frank Brown,57,19.04
90563,Ivan Garcia,20,52.16
90564,Bob Wilson,36,16.0
90565,Diana Smith,69,24.84
90566,Judy Rodriguez,45,79.39
90567,Charlie Williams,24,3.5
90568,Frank Miller,60,84.14
90569,Diana Davis,38,32.39
90570,Bob Rodriguez,31,79.14
90571,Judy Garcia,50,26.7
90572,Ivan Smith,28,89.28
90573,Bob Smith,35,91.78
90574,Ivan Williams,79,55.45
90575,Judy Rodriguez,35,42.61
90576,  Charlie Davis  ,22,10.46
90577,Alice Williams,75,32.96
90578,Diana Jones,44,27.3
90579,Charlie Brown,46,35.48
90580,  Eve Garcia  ,54,57.96
90581,Heidi Smith,43,33.97
90582,Ivan Williams,26,91.53
90583,Grace Johnson,78,91.27
90584,Judy Miller,76,47.23
90585,Alice Davis,55,20.49
90586,Frank Brown,21,84.0
90587,Eve Wilson,73,66.28
90588,Charlie Garcia,40,95.74
90589,Bob Rodriguez,32,36.45
90590,Frank Miller,30,78.51
90591,Charlie Jones,41,94.8
90592,Eve Williams,47,27.73
90593,Diana Williams,71,41.63
90594,Frank Rodriguez,26,95.05
90595,  Charlie Johnson  ,55,60.41
90596,Judy Williams,26,50.46
90597,Heidi Garcia,30,42.22
90598,Frank Johnson,20,66.91
90599,Grace Brown,30,69.12
90600,Diana Williams,51,92.97
90601,Judy Wilson,42,47.69
90602,Eve Smith,18,
90603,Alice Johnson,80,13.36
90604,Charlie Williams,44,3.1
90605,  Frank Wilson  ,40,28.21
90606,Judy Johnson,44,37.75
90607,Charlie Brown,37,54.6
90608,Bob Johnson,53,11.28
90609,Diana Rodriguez,19,59.93
90610,Frank Williams,76,
90611,Grace Miller,29,81.7
90612,Charlie Smith,63,56.01
90613,Heidi Garcia,55,48.8
90614,Grace Smith,68,76.26
90615,Alice Garcia,72,17.55
90616,Bob Davis,75,78.57
90617,Charlie Wilson,23,42.32
90618,Frank Williams,72,86.75
90619,Diana Jones,38,81.3
90620,Ivan Garcia,32,74.13
90621,Diana Garcia,66,48.29
90622,Bob Smith,78,
90623,Alice Williams,46,67.39
90624,Diana Johnson,46,96.58
90625,Ivan Rodriguez,49,52.53
90626,Eve Wilson,29,9.8
90627,Charlie Davis,45,53.84
90628,Bob Miller,32,68.36
90629,Diana Johnson,77,
90630,Grace Garcia,55,24.04
90631,Diana Rodriguez,75,
90632,Judy Brown,20,44.79
90633,Eve Jones,69,91.02
90634,Judy Miller,77,88.75
90635,Frank Johnson,38,52.85
90636,Judy Rodriguez,32,29.39
90637,  Diana Wilson  ,,81.18
90638,  Eve Miller  ,56,39.74
90639,Frank Wilson,40,25.34
90640,Alice Davis,46,75.63
90641,Diana Garcia,47,21.09
90642,Heidi Johnson,43,98.62
90643,Diana Garcia,51,30.13
90644,Diana Smith,73,17.61
90645,Frank Wilson,70,50.42
90646,Bob Davis,70,48.5
90647,  Charlie Brown  ,38,69.52
90648,Ivan Smith,59,95.34
90649,Judy Jones,60,14.45
90650,Diana Williams,32,61.94
90651,Frank Davis,50,41.69
90652,Judy Smith,50,34.53
90653,  Judy Garcia  ,36,89.75
90654,Heidi Williams,22,71.92
90655,Judy Miller,60,65.75
90656,Judy Williams,50,67.92
90657,Charlie Williams,59,4.45
90658,Diana Jones,63,8.36
90659,Frank Rodriguez,43,84.15
90660,Bob Wilson,52,21.86
90661,  Frank Miller  ,44,12.02
90662,Frank Brown,73,13.9
90663,Grace Williams,27,8.09
90664,Judy Johnson,45,72.34
90665,Heidi Garcia,55,62.03
90666,Bob Wilson,26,62.53
90667,Bob Rodriguez,73,51.16
90668,Bob Miller,67,32.04
90669,  Bob Smith  ,49,
90670,Alice Miller,30,91.82
90671,Diana Miller,79,55.21
90672,Alice Williams,39,35.12
90673,Heidi Davis,40,43.55
90674,Diana Smith,68,65.84
90675,Judy Miller,51,74.81
90676,Heidi Davis,63,54.28
90677,Bob Wilson,70,7.31
90678,Heidi Rodriguez,56,23.45
90679,Ivan Miller,50,23.17
90680,  Judy Williams  ,48,31.25
90681,Frank Williams,45,69.13
90682,Charlie Rodriguez,78,
90683,  Eve Williams  ,35,39.26
90684,Diana Smith,31,73.95
90685,  Eve Brown  ,29,44.87
90686,Ivan Brown,38,24.73
90687,Ivan Johnson,29,31.7
90688,Bob Brown,35,39.03
90689,Eve Brown,61,31.02
90690,Frank Wilson,57,22.9
90691,Eve Johnson,50,9.71
90692,Charlie Rodriguez,27,49.71
90693,Diana Rodriguez,78,
90694,Charlie Brown,,27.87
90695,Grace Miller,70,38.07
90696,  Frank Brown  ,70,81.51
90697,  Ivan Johnson  ,75,36.1
90698,Diana Wilson,20,
90699,Heidi Johnson,29,10.51
90700,Frank Jones,50,43.08
90701,Ivan Williams,29,49.66
90702,Grace Garcia,54,
90703,Heidi Williams,35,9.01
90704,Charlie Williams,75,79.25
90705,Alice Wilson,64,68.61
90706,  Frank Davis  ,41,93.41
90707,Charlie Brown,24,7.21
90708,Bob Brown,79,91.5
90709,Diana Rodriguez,23,
90710,  Charlie Garcia  ,,7.31
90711,Heidi Garcia,58,37.72
90712,Judy Jones,71,41.25
90713,Judy Davis,28,25.73
90714,Charlie Williams,20,95.63
90715,Heidi Garcia,18,69.67
90716,Eve Garcia,31,72.68
90717,Judy Garcia,57,71.55
90718,Grace Garcia,41,
90719,Heidi Williams,23,54.12
90720,Ivan Garcia,25,21.0
90721,  Charlie Brown  ,46,76.4
90722,Diana Brown,49,65.11
90723,Diana Brown,41,80.88
90724,  Charlie Miller  ,27,69.19
90725,Bob Garcia,71,81.03
90726,  Ivan Davis  ,20,26.62
90727,Ivan Williams,29,25.12
90728,Judy Jones,63,69.7
90729,Diana Rodriguez,41,25.87
90730,Ivan Wilson,43,14.34
90731,Alice Wilson,21,25.18
90732,Charlie Johnson,27,29.66
90733,Grace Garcia,31,27.42
90734,Diana Garcia,52,29.3
90735,Grace Jones,67,16.39
90736,Ivan Johnson,70,27.22
90737,Diana Garcia,42,
90738,Judy Davis,25,92.89
90739,  Charlie Garcia  ,30,50.66
90740,Charlie Brown,72,30.89
90741,Heidi Brown,34,39.77
90742,Charlie Miller,65,98.54
90743,Grace Brown,23,74.38
90744,Ivan Smith,68,15.04
90745,Bob Davis,21,76.4
90746,Heidi Brown,57,20.23
90747,Bob Jones,52,66.07
90748,Frank Smith,24,41.0
90749,Eve Smith,24,57.56
90750,Ivan Johnson,77,87.46
90751,Frank Smith,37,53.61
90752,Eve Jones,74,49.61
90753,Bob Jones,46,39.99
90754,Ivan Brown,70,43.14
90755,Grace Smith,35,66.86
90756,Ivan Miller,38,6.98
90757,  Heidi Garcia  ,48,72.02
90758,Charlie Wilson,56,35.16
90759,Heidi Smith,50,18.55
90760,Ivan Brown,66,81.14
90761,Alice Smith,40,81.69
90762,Judy Jones,77,7.93
90763,Grace Brown,74,19.51
90764,Heidi Johnson,56,87.38
90765,Heidi Williams,38,87.65
90766,Frank Johnson,32,63.67
90767,Judy Wilson,70,6.01
90768,Frank Miller,79,14.32
90769,Judy Jones,72,69.87
90770,  Charlie Garcia  ,76,1.17
90771,Charlie Smith,49,92.34
90772,Ivan Garcia,58,69.26
90773,Bob Jones,70,44.43
90774,Ivan Smith,79,13.59
90775,Charlie Smith,40,21.92
90776,Charlie Williams,51,51.4
90777,Ivan Garcia,20,
90778,Judy Smith,27,83.86
90779,Judy Jones,46,64.78
90780,Eve Miller,27,16.68
90781,Bob Davis,59,93.43
90782,Frank Smith,57,91.89
90783,Alice Brown,74,57.63
90784,Alice Jones,77,49.39
90785,Charlie Smith,46,33.34
90786,Charlie Davis,64,24.83
90787,Bob Brown,43,96.64
90788,Heidi Smith,20,0.16
90789,Bob Brown,64,36.06
90790,Bob Brown,24,85.81
90791,Alice Brown,42,84.01
90792,Ivan Miller,,90.63
90793,  Charlie Williams  ,55,19.03
90794,Ivan Miller,37,98.61
90795,Ivan Davis,39,22.28
90796,Heidi Rodriguez,66,15.35
90797,Ivan Jones,57,52.29
90798,Bob Smith,52,56.02
90799,Diana Smith,40,90.28
90800,Eve Brown,62,57.32
90801,Grace Rodriguez,21,
90802,Heidi Miller,38,98.45
90803,Bob Garcia,22,5.51
90804,  Judy Smith  ,48,79.89
90805,Bob Jones,42,84.77
90806,Alice Johnson,67,13.49
90807,Judy Miller,69,63.44
90808,Heidi Miller,35,82.42
90809,Alice Wilson,80,74.95
90810,Diana Smith,75,73.65
90811,  Diana Davis  ,,84.69
90812,Eve Wilson,,91.93
90813,Grace Miller,20,18.01
90814,Frank Davis,23,75.92
90815,Ivan Brown,60,31.94
90816,Charlie Jones,37,68.59
90817,Grace Miller,54,34.07
90818,Heidi Garcia,41,57.78
90819,  Frank Johnson  ,39,55.3
90820,Diana Rodriguez,44,89.19
90821,  Judy Miller  ,20,35.65
90822,Eve Rodriguez,77,53.11
90823,Eve Williams,32,51.99
90824,Alice Miller,60,
90825,Ivan Williams,68,84.8
90826,Ivan Brown,45,89.95
90827,Grace Davis,48,6.28
90828,Judy Wilson,,77.5
90829,Grace Miller,63,2.59
90830,Charlie Brown,26,0.64
90831,Frank Brown,77,21.82
90832,Diana Smith,79,84.94
90833,Eve Smith,74,17.64
90834,  Ivan Jones  ,18,81.6
90835,Diana Rodriguez,60,45.57
90836,Judy Miller,23,12.16
90837,Heidi Johnson,71,36.4
90838,Judy Brown,75,39.18
90839,Judy Brown,74,47.44
90840,Alice Jones,,49.63
90841,Judy Williams,65,20.1
90842,Frank Wilson,49,25.64
90843,Frank Davis,25,4.71
90844,Eve Davis,62,63.44
90845,Diana Garcia,65,6.57
90846,Heidi Garcia,38,22.32
90847,Grace Smith,18,44.91
90848,Judy Johnson,60,49.79
90849,Judy Davis,39,32.14
90850,Diana Brown,70,88.55
90851,Bob Rodriguez,49,83.05
90852,Frank Rodriguez,76,3.59
90853,Bob Miller,72,24.31
90854,Eve Smith,40,98.0
90855,Diana Johnson,77,75.19
90856,Heidi Brown,67,11.26
90857,Eve Garcia,54,30.52
90858,Charlie Brown,43,31.98
90859,Charlie Wilson,35,
90860,  Eve Jones  ,65,50.39
90861,Frank Garcia,77,95.46
90862,Bob Brown,49,8.6
90863,Judy Miller,50,64.43
90864,  Judy Jones  ,34,92.53
90865,Frank Smith,34,94.55
90866,Charlie Williams,69,39.26
90867,Charlie Miller,76,61.69
90868,Grace Garcia,41,90.55
90869,Ivan Williams,51,26.2
90870,  Ivan Brown  ,41,78.32
90871,Ivan Garcia,32,51.98
90872,Grace Jones,42,84.47
90873,Heidi Brown,63,76.36
90874,  Frank Johnson  ,63,64.69
90875,Grace Rodriguez,20,28.69
90876,Alice Johnson,42,
90877,Diana Rodriguez,,12.42
90878,Grace Rodriguez,48,96.0
90879,Heidi Jones,,54.57
90880,Eve Williams,45,44.33
90881,Diana Rodriguez,19,95.66
90882,Judy Jones,35,54.15
90883,Judy Garcia,62,13.57
90884,Heidi Rodriguez,68,44.13
90885,Charlie Jones,52,7.2
90886,Bob Davis,24,17.43
90887,  Ivan Miller  ,44,22.05
90888,  Eve Davis  ,77,29.69
90889,Alice Miller,29,75.96
90890,Charlie Smith,56,27.28
90891,  Bob Miller  ,69,71.65
90892,Heidi Miller,18,18.47
90893,Bob Jones,51,92.84
90894,  Heidi Miller  ,19,18.37
90895,Eve Garcia,80,13.76
90896,Eve Brown,26,96.54
90897,Bob Smith,26,91.97
90898,Ivan Miller,,76.79
90899,Grace Williams,22,16.53
90900,Diana Brown,47,84.06
90901,Heidi Smith,65,91.07
90902,Bob Brown,33,33.36
90903,  Frank Smith  ,42,37.39
90904,Judy Williams,80,29.43
90905,Charlie Williams,22,37.0
90906,Grace Smith,34,72.81
90907,Judy Johnson,66,62.12
90908,Alice Wilson,21,15.22
90909,Charlie Wilson,36,90.85
90910,Frank Smith,59,73.09
90911,Heidi Wilson,59,51.01
90912,Judy Brown,50,49.8
90913,  Charlie Johnson  ,37,90.31
90914,Charlie Rodriguez,73,18.46
90915,Diana Jones,42,33.99
90916,Frank Miller,30,28.05
90917,Charlie Davis,32,98.74
90918,Judy Brown,48,47.64
90919,Judy Miller,57,97.38
90920,Grace Smith,19,2.44
90921,Diana Rodriguez,71,31.46
90922,Alice Brown,45,85.98
90923,Frank Garcia,52,37.22
90924,Bob Davis,69,33.54
90925,Charlie Miller,75,31.99
90926,Judy Miller,25,50.35
90927,Frank Brown,50,51.34
90928,Alice Brown,20,94.7
90929,Bob Miller,74,76.3
90930,Eve Brown,24,36.73
90931,Ivan Jones,73,46.53
90932,Ivan Rodriguez,63,59.43
90933,Ivan Rodriguez,57,7.38
90934,  Charlie Wilson  ,75,80.3
90935,Frank Brown,25,29.33
90936,Frank Davis,48,80.36
90937,Ivan Miller,28,35.11
90938,Heidi Miller,39,91.18
90939,Bob Garcia,44,79.89
90940,Judy Davis,25,75.76
90941,Diana Garcia,70,69.56
90942,Diana Smith,21,75.17
90943,Diana Garcia,21,54.82
90944,Frank Williams,56,65.57
90945,Heidi Jones,78,76.07
90946,Frank Jones,76,85.69
90947,Diana Johnson,71,15.09
90948,Grace Wilson,48,40.13
90949,Judy Miller,73,87.26
90950,  Charlie Garcia  ,38,32.53
90951,Alice Davis,64,55.67
90952,Charlie Brown,22,43.77
90953,Charlie Johnson,45,
90954,  Bob Johnson  ,23,55.1
90955,Ivan Smith,55,78.97
90956,  Ivan Garcia  ,77,80.58
90957,Eve Brown,21,94.56
90958,Grace Johnson,71,65.39
90959,  Grace Davis  ,32,44.04
90960,  Frank Miller  ,71,90.21
90961,Eve Johnson,61,79.56
90962,Bob Rodriguez,32,16.65
90963,Bob Johnson,24,33.79
90964,Ivan Williams,77,9.03
90965,Ivan Jones,54,7.43
90966,Frank Smith,78,72.28
90967,Eve Jones,34,44.58
90968,Alice Jones,31,67.45
90969,Eve Jones,48,40.29
90970,Judy Williams,66,12.54
90971,Bob Wilson,38,76.46
90972,Ivan Williams,40,76.8
90973,Charlie Garcia,44,89.67
90974,  Alice Williams  ,63,95.58
90975,Diana Garcia,59,39.64
90976,Heidi Rodriguez,47,62.14
90977,Grace Smith,65,87.83
90978,Bob Rodriguez,57,84.79
90979,Bob Smith,41,
90980,Eve Wilson,34,48.14
90981,  Alice Rodriguez  ,57,66.51
90982,Judy Miller,44,68.27
90983,Charlie Garcia,23,55.19
90984,Diana Garcia,,63.23
90985,Grace Smith,20,37.59
90986,Frank Garcia,48,9.84
90987,Heidi Smith,46,98.12
90988,Heidi Johnson,63,65.47
90989,Ivan Johnson,41,20.97
90990,Frank Wilson,35,29.36
90991,Diana Miller,64,28.31
90992,Charlie Garcia,67,48.25
90993,Judy Smith,36,58.98
90994,Diana Rodriguez,48,2.43
90995,  Grace Brown  ,59,52.66
90996,Heidi Davis,22,13.56
90997,Charlie Miller,70,78.7
90998,  Bob Miller  ,57,78.27
90999,Ivan Jones,69,32.36
91000,Heidi Garcia,45,95.94
91001,Ivan Rodriguez,49,42.79
91002,Grace Rodriguez,39,34.71
91003,Bob Davis,72,86.63
91004,Heidi Johnson,36,58.43
91005,Alice Brown,67,23.01
91006,Frank Williams,36,94.81
91007,  Judy Johnson  ,49,40.32
91008,  Diana Smith  ,18,27.43
91009,Grace Smith,53,70.58
91010,Judy Davis,27,66.99
91011,Heidi Rodriguez,34,10.0
91012,  Bob Davis  ,32,35.1
91013,Heidi Garcia,31,28.39
91014,Heidi Smith,35,76.3
91015,Bob Jones,74,59.53
91016,Heidi Smith,19,54.83
91017,  Frank Garcia  ,18,60.18
91018,  Grace Brown  ,79,31.71
91019,Heidi Rodriguez,39,37.33
91020,Alice Rodriguez,18,34.87
91021,Diana Wilson,24,65.03
91022,Diana Williams,79,99.86
91023,  Frank Brown  ,38,
91024,Judy Rodriguez,,23.63
91025,Ivan Smith,23,50.71
91026,Charlie Brown,24,43.8
91027,Alice Brown,64,13.0
91028,Judy Wilson,21,
91029,Diana Jones,51,88.69
91030,Judy Williams,80,56.54
